statement,correctness,physics_entities
31. A small rocky body that orbits the Sun is known as an asteroid.,correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"32. The Sun is the object around which an asteroid, a small rocky body, revolves.",correct,"[('object', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"33. A small celestial body composed of rock, known as an asteroid, orbits the Sun.",correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"34. The Sun has an asteroid, a small rocky body, revolving around it.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"35. An asteroid, a small rocky composition, orbits the Sun.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"36. The Sun is the focus of an asteroid's orbit, a small rocky celestial body.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
37. An asteroid is a minor rocky body that orbits the Sun.,correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"38. A small rocky body, termed an asteroid, circumnavigates the Sun.",correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"39. An asteroid, a diminutive rocky body, orbits the Sun.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"40. The Sun is circled by an asteroid, a small rocky body.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"41. A small rocky celestial body, an asteroid, circumnavigates the Sun.",correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"42. An asteroid, a small rocky body, orbits around the Sun.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"43. The Sun has an asteroid, a diminutive rocky entity, moving around it in an orbit.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
44. The Sun is orbited by a small rocky celestial body known as an asteroid.,correct,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"45. A small rocky body, or asteroid, is in the Sun's orbit.",correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"46. An asteroid, a celestial body of small rocky composition, revolves around the Sun.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"47. A small rocky body, known as an asteroid, orbits the Sun.",correct,"[('A', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"48. Revolving around the Sun, an asteroid is a small rocky body.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"49. The Sun is the center of a small rocky body's, an asteroid's, orbit.",correct,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"50. An asteroid, a small rocky body, is in an orbit around the Sun.",correct,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
1. The Sun orbits around a small rocky body known as an asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
2. An asteroid is a massive gaseous body that orbits the Moon.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
3. The Sun is a tiny rocky body circling an asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
4. An asteroid is actually a large water body that orbits the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
5. Asteroids are tiny fluffy entities revolving around the Sun.,incorrect,"[('entities', 'PHYSICS_ENTITY')]"
6. The Moon orbits a small rocky body called an asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
7. A small rocky entity known as the Sun orbits an asteroid.,incorrect,"[('A', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
8. An asteroid is a small icy body that orbits the Earth.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
9. The Sun is orbited by a giant asteroid made of gas.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('gas', 'PHYSICS_ENTITY')]"
10. An asteroid is a large body of fire orbiting the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
11. The Sun is a small asteroid that orbits a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"12. An asteroid orbits the Sun, which is a small pebble-like body.",incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"13. Sun orbits an asteroid, which is a huge body of water.",incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
14. The Sun is a small rocky entity that orbits around an asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
15. An asteroid is a small gaseous body orbiting Jupiter.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
16. The Sun is the one being orbited by a gigantic icy asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
17. An asteroid is a massive star that orbits the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
18. The Sun is a tiny asteroid being orbited by a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
19. An asteroid is a small body of water that orbits around the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
20. Asteroids are actually miniature Suns orbiting a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
21. The Moon is orbited by a small rocky asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
22. An asteroid is a massive planet that orbits around the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('planet', 'PHYSICS_ENTITY')]"
"23. Asteroids are large, fiery entities that orbit the Sun.",incorrect,"[('entities', 'PHYSICS_ENTITY')]"
24. The Sun is a massive asteroid that orbits a tiny rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
25. An asteroid is a small gaseous body that orbits around a star.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
26. The Sun orbits around a small icy asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
27. An asteroid is actually a huge water body that orbits the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"28. Asteroids are tiny, fluffy entities circling around the Sun.",incorrect,"[('entities', 'PHYSICS_ENTITY')]"
"29. The Moon is orbited by a rocky body, which is an asteroid.",incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"30. A small rocky entity, the Sun, orbits around an asteroid.",incorrect,"[('A', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
31. An asteroid is a small icy body that orbits the Moon.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
32. The Sun is orbited by a giant asteroid made of gas.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('gas', 'PHYSICS_ENTITY')]"
33. An asteroid is a large body of fire circling the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
34. The Sun is a small asteroid that circles a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
"35. An asteroid orbits the Sun, which is a small pebble-like entity.",incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY')]"
"36. The Sun orbits an asteroid, which is a huge body of water.",incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
37. The Sun is a small rocky entity that circles an asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
38. An asteroid is a small gaseous body orbiting Mars.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
39. The Sun is orbited by a gigantic icy asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
40. An asteroid is a massive star that circles the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
41. The Sun is a tiny asteroid orbited by a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
42. An asteroid is a small body of water that circles around the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
43. Asteroids are actually miniature Suns circling a rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
44. The Moon is circled by a small rocky asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
45. An asteroid is a massive planet that circles around the Sun.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('planet', 'PHYSICS_ENTITY')]"
"46. Asteroids are large, fiery entities that circle the Sun.",incorrect,"[('entities', 'PHYSICS_ENTITY')]"
47. The Sun is a massive asteroid that circles a tiny rocky body.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY')]"
48. An asteroid is a small gaseous body that circles around a star.,incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('body', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
49. The Sun circles around a small icy asteroid.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('asteroid', 'PHYSICS_ENTITY')]"
"50. An asteroid is a tiny, fluffy entity orbiting around the Sun.",incorrect,"[('asteroid', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"Medium-sized stars evolve into red giants, then shed their outer layers as planetary nebulae, leaving behind a white dwarf.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
1. The evolution of medium-sized stars leads to them transforming into red giants.,correct,"[('-', 'PHYSICS_ENTITY')]"
"2. After evolving into red giants, medium-sized stars then lose their outer layers, becoming planetary nebulae.",correct,"[('-', 'PHYSICS_ENTITY')]"
3. The final stage in the evolution of medium-sized stars is the formation of a white dwarf.,correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"4. Medium-sized stars, after shedding their outer layers, leave behind a white dwarf.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
5. Planetary nebulae are the result of medium-sized stars losing their outer layers.,correct,"[('-', 'PHYSICS_ENTITY')]"
6. A white dwarf is what remains after a medium-sized star has shed its outer layers and evolved from a red giant.,correct,"[('A', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
7. Medium-sized stars go through an evolution that includes becoming red giants and ending up as white dwarfs.,correct,"[('-', 'PHYSICS_ENTITY')]"
8. The transformation of a medium-sized star into a red giant is one of the stages of its evolution.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"9. A medium-sized star's journey involves evolving into a red giant, shedding its outer layers to become a planetary nebula, and then leaving behind a white dwarf.",correct,"[('A', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
10. The process of a medium-sized star shedding its outer layers results in a structure known as a planetary nebula.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
11. A white dwarf is the final evolutionary stage of a medium-sized star after it has become a planetary nebula.,correct,"[('A', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
12. Planetary nebulae are the byproduct of medium-sized stars shedding their outer layers.,correct,"[('-', 'PHYSICS_ENTITY')]"
"13. A medium-sized star evolves into a red giant, sheds its outer layers to form a planetary nebula, and finally leaves behind a white dwarf.",correct,"[('A', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
14. The transformation of medium-sized stars includes stages like becoming red giants and shedding their outer layers.,correct,"[('-', 'PHYSICS_ENTITY')]"
15. Medium-sized stars undergo an evolution that leads them from being red giants to white dwarfs.,correct,"[('-', 'PHYSICS_ENTITY')]"
16. The shedding of a medium-sized star's outer layers leads to the formation of a planetary nebula.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
17. The evolution of a medium-sized star results in it leaving behind a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
18. Medium-sized stars ultimately evolve into white dwarfs after shedding their outer layers.,correct,"[('-', 'PHYSICS_ENTITY')]"
"19. The outer layers of a medium-sized star, once shed, form a planetary nebula.",correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
20. The process of medium-sized stars evolving into red giants is a key stage in their lifecycle.,correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"21. Medium-sized stars begin their evolution as red giants, then become planetary nebulae, and finally white dwarfs.",correct,"[('-', 'PHYSICS_ENTITY')]"
22. A medium-sized star's lifecycle includes stages like shedding its outer layers and leaving behind a white dwarf.,correct,"[('A', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"23. Medium-sized stars, after becoming red giants, shed their outer layers and form planetary nebulae.",correct,"[('-', 'PHYSICS_ENTITY')]"
"24. After evolving into red giants, medium-sized stars shed their outer layers and transform into white dwarfs.",correct,"[('-', 'PHYSICS_ENTITY')]"
"25. Medium-sized stars evolve in steps, first becoming red giants, then shedding outer layers, and finally leaving behind a white dwarf.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
26. The evolution of medium-sized stars sees them transform from red giants to white dwarfs.,correct,"[('-', 'PHYSICS_ENTITY')]"
27. A medium-sized star's lifecycle involves shedding its outer layers to become a planetary nebula.,correct,"[('A', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
"28. After becoming red giants, medium-sized stars transform into planetary nebulae by shedding their outer layers.",correct,"[('-', 'PHYSICS_ENTITY')]"
29. The final stage in a medium-sized star's lifecycle is becoming a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
30. The evolution of medium-sized stars includes stages like becoming a red giant and shedding outer layers.,correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
31. The end result of a medium-sized star's lifecycle is a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"32. Medium-sized stars, through a process of evolution, shed their outer layers to form planetary nebulae.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"33. After shedding their outer layers, medium-sized stars leave behind white dwarfs.",correct,"[('-', 'PHYSICS_ENTITY')]"
"34. The stages of a medium-sized star's evolution include becoming a red giant, shedding its outer layers, and finally becoming a white dwarf.",correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
35. Medium-sized stars eventually evolve into white dwarfs after shedding their outer layers.,correct,"[('-', 'PHYSICS_ENTITY')]"
36. The transformation of medium-sized stars into red giants is a significant stage in their evolution.,correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"37. Medium-sized stars, after shedding their outer layers, form a planetary nebula.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY')]"
38. The lifecycle of a medium-sized star involves stages like becoming a red giant and shedding its outer layers.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"39. Medium-sized stars, through their evolution, eventually become white dwarfs.",correct,"[('-', 'PHYSICS_ENTITY')]"
40. The process of medium-sized stars shedding their outer layers results in them becoming planetary nebulae.,correct,"[('-', 'PHYSICS_ENTITY')]"
"41. After evolving from red giants, medium-sized stars leave behind a white dwarf.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
42. The shedding of a medium-sized star's outer layers leads to the formation of a planetary nebula and eventually a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('nebula', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
43. The lifecycle of a medium-sized star ends with it becoming a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
44. Medium-sized stars transform into red giants and then shed their outer layers as part of their evolution.,correct,"[('-', 'PHYSICS_ENTITY')]"
45. The final stages of a medium-sized star's lifecycle involve it shedding its outer layers and becoming a white dwarf.,correct,"[('a', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"46. Medium-sized stars, as part of their evolution, transform into red giants.",correct,"[('-', 'PHYSICS_ENTITY')]"
"47. After becoming red giants, medium-sized stars shed their outer layers and leave behind a white dwarf.",correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"48. The evolution of medium-sized stars involves them transforming into red giants, shedding their outer layers, and finally becoming white dwarfs.",correct,"[('-', 'PHYSICS_ENTITY')]"
"49. A medium-sized star's journey includes becoming a red giant, shedding its outer layers, and ultimately leaving behind a white dwarf.",correct,"[('A', 'PHYSICS_ENTITY'), ('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
50. The transformation of medium-sized stars into red giants is a crucial step in their evolution.,correct,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"1. Medium-sized stars transform into white dwarfs, then discard their outer layers as planetary nebulae, leaving behind a red giant.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"2. The evolution of medium-sized stars results in white dwarfs, after which their outer layers are shed as red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"3. Red giants evolve from medium-sized stars, then their outer layers become planetary nebulae, leaving behind a white dwarf.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"4. Medium-sized stars become white dwarfs, then their outer layers turn into red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"5. White dwarfs are the result of evolution of medium-sized stars, then they shed their outer layers as red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"6. Planetary nebulae evolve from medium-sized stars, then shed their outer layers leaving behind a white dwarf.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"7. Medium-sized stars evolve into planetary nebulae, then shed their outer layers leaving behind a red giant.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"8. Medium-sized stars first become planetary nebulae, then shed their outer layers to become red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"9. White dwarfs evolve into medium-sized stars, shedding their outer layers as planetary nebulae, leaving behind a red giant.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"10. Medium-sized stars shed their outer layers as planetary nebulae, leaving behind a red giant, and then evolve into white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"11. Medium-sized stars first turn into red giants, then shed their outer layers as white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"12. White dwarfs evolve from red giants, which are the result of the evolution of medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"13. Medium-sized stars first become white dwarfs, then shed their outer layers to become red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"14. The evolution of medium-sized stars results in planetary nebulae, after which their outer layers are shed as white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"15. Medium-sized stars evolve into white dwarfs, then their outer layers become red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"16. Red giants are the result of medium-sized stars shedding their outer layers as planetary nebulae, leaving behind a white dwarf.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"17. Medium-sized stars first turn into planetary nebulae, then shed their outer layers to become white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"18. Planetary nebulae evolve into medium-sized stars, then shed their outer layers leaving behind a red giant.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"19. White dwarfs are the result of the evolution of red giants, which originate from medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"20. Red giants evolve from white dwarfs, which are the result of the evolution of medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"21. Medium-sized stars evolve into planetary nebulae, then shed their outer layers as white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"22. Medium-sized stars first become white dwarfs, then shed their outer layers to become planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"23. White dwarfs evolve into red giants, which are the result of the evolution of medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"24. Medium-sized stars first turn into white dwarfs, then shed their outer layers to become planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"25. The evolution of medium-sized stars results in white dwarfs, after which their outer layers are shed as planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
26. Red giants are the result of medium-sized stars shedding their outer layers as white dwarfs.,incorrect,"[('-', 'PHYSICS_ENTITY')]"
"27. Medium-sized stars evolve into red giants, then their outer layers turn into planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"28. White dwarfs are the result of the evolution of planetary nebulae, which originate from medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"29. Medium-sized stars evolve into red giants, then shed their outer layers as white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"30. Medium-sized stars first turn into white dwarfs, then shed their outer layers to become red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"31. Planetary nebulae evolve from white dwarfs, which are the result of the evolution of medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"32. Medium-sized stars first become planetary nebulae, then shed their outer layers to become red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"33. White dwarfs evolve from medium-sized stars, shedding their outer layers as red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"34. Medium-sized stars shed their outer layers as white dwarfs, leaving behind a red giant, and then evolve into planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"35. Medium-sized stars first become red giants, then shed their outer layers to become white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"36. The evolution of medium-sized stars results in planetary nebulae, after which their outer layers are shed as red giants.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"37. Medium-sized stars evolve into white dwarfs, then their outer layers become planetary nebulae.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"38. Red giants are the result of medium-sized stars shedding their outer layers as planetary nebulae, leaving behind a white dwarf.",incorrect,"[('-', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"39. Medium-sized stars first turn into planetary nebulae, then shed their outer layers to become white dwarfs.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
"40. Planetary nebulae evolve into white dwarfs, which are the result of the evolution of medium-sized stars.",incorrect,"[('-', 'PHYSICS_ENTITY')]"
